date,hour_et,open,high,low,close,volume,rsi_14,ema_20,ema_50,macd_line,macd_signal,macd_hist,plus_di_14,minus_di_14,adx_14,atr_14,keltner_mid_20,keltner_upper_20,keltner_lower_20,obv,cmf_20,sma_200,sma_50,momentum_score_total,ret_fwd_20d,y,y_syn
2023-01-03,14,379.84,380.75,378.09,380.0399,7717424.0,15.038334653092079,383.40718478031033,385.1645738519774,-1.8550782999232638,-1.1907962958090093,-0.6642820041142545,5.80418846892011,13.216868503928511,24.00810002246212,2.734294400261304,383.40718478031033,388.69614841667396,378.1182211439467,505711.0,-0.06962776139307944,,,0.0,0.06610916189621953,UP,UP
2023-01-03,15,380.02,381.3,379.82,380.84,13545784.0,20.112543551437142,383.1626909917093,384.99498272052733,-1.8215596406552663,-1.3169489647782608,-0.5046106758770055,7.057632471967744,12.688562538517814,24.330130895219867,2.6447019430997836,383.1626909917093,388.2575743250427,378.06780765837595,14051495.0,0.020423497357584912,,,0.0,0.06610916189621953,UP,UP
2023-01-03,16,380.84,380.93,380.16,380.69,5530349.0,19.872914994192726,382.9271966115465,384.82615986874197,-1.786505880366576,-1.410860347895924,-0.375645532470652,6.903032101049946,12.410614305500575,24.629159562780632,2.510794661449798,382.9271966115465,387.7486273807773,378.1057658423157,8521146.0,0.04743787196926948,,,0.0,0.06610916189621953,UP,UP
2023-01-03,17,380.61,380.7,380.48,380.61,37817.0,19.737846285089205,382.70651121997065,384.66082026604624,-1.7450648330707281,-1.477701244930885,-0.26736358813984307,6.856816282932451,12.327525210002648,24.90682903980134,2.347166471346239,382.70651121997065,387.2149826485421,378.1980397913992,8483329.0,0.047507525984167874,,,0.0,0.06610916189621953,UP,UP
2023-01-03,18,380.58,380.79,380.31,380.79,103833.0,21.038246875085235,382.52398634187824,384.50902339286796,-1.6783510229890908,-1.5178312005425263,-0.1605198224465645,6.750622807420455,12.685113349554644,25.30876352498153,2.213797437678652,382.52398634187824,386.7958930085449,378.2520796752116,8587162.0,0.0488611646751277,,,0.0,0.06610916189621953,UP,UP
2023-01-03,19,380.79,381.11,380.63,380.77,116968.0,20.997539141636466,382.3569400236041,384.3623950245202,-1.60855130257778,-1.5359752209495772,-0.07257608162820284,7.733545690109525,12.477014026273181,25.17744093395366,2.0899547635587497,382.3569400236041,386.4218525236041,378.29202752360413,8470194.0,0.04811707753520376,,,0.0,0.06610916189621953,UP,UP
2023-01-04,4,382.5,382.62,382.0,382.38,35003.0,32.346099663289934,382.35913621183226,384.2846540431665,-1.4071007945337897,-1.5102003356664198,0.10309954113263009,12.44394233152147,11.68159901210067,23.604759538892147,2.0728151375902693,382.35913621183226,386.4025832706558,378.31568915300875,8505197.0,0.048202028854706085,,,0.0,0.07159904534606178,UP,UP
2023-01-04,5,382.38,382.87,381.87,382.08,13869.0,31.439823981477147,382.33255181070535,384.19819702186584,-1.257165487154225,-1.4595933659639808,0.20242787880975577,12.893229869585806,11.263601819081414,22.400564849105006,1.99618548490525,382.33255181070535,386.26247403292757,378.40262958848314,8491328.0,0.04808305113923502,,,0.0,0.07159904534606178,UP,UP
2023-01-04,6,382.3,382.81,382.26,382.38,23453.0,33.447921113045126,382.33707068587626,384.1268951778711,-1.1014365085844133,-1.3879619944880675,0.2865254859036541,12.5404595281677,10.955419563781051,21.282384065731232,1.9057436645548764,382.33707068587626,386.13699700166575,378.53714437008676,8514781.0,0.04788719700631894,,,0.0,0.07159904534606178,UP,UP
2023-01-04,7,382.28,382.39,381.4,381.84,419962.0,31.650888784004962,382.2897306205547,384.03721301403306,-1.0099515651626234,-1.3123599086229787,0.3024083434603553,12.058595950234468,13.872365191964619,20.261828676317684,1.8403334028009575,382.2897306205547,385.9986606205547,378.58080062055467,8094819.0,0.046980834748084364,,,0.0,0.07159904534606178,UP,UP
2023-01-04,8,382.17,383.28,381.3,382.92,538098.0,38.73980456783671,382.34975627573994,383.9934007389729,-0.8406120617391366,-1.2180103392462103,0.37739827750707367,14.572614624644025,12.812029773597486,19.273776283196415,1.850309588315172,382.34975627573994,385.97368627573996,378.7258262757399,8632917.0,0.04937907472820591,,,0.0,0.07159904534606178,UP,UP
2023-01-04,9,382.97,384.17,381.9,383.23,6957914.0,40.64282219449929,382.43358901138373,383.96346345509164,-0.6736296922564406,-1.1091342098482564,0.43550451759181574,16.69691611537597,11.707209823956301,19.151851994963398,1.880287474864091,382.43358901138373,386.16351901138376,378.7036590113837,15590831.0,0.060174826275062265,,,0.0,0.07159904534606178,UP,UP
2023-01-04,10,383.16,384.27,380.0,382.975,12505958.0,39.554338985109474,382.4851519626805,383.9247001823429,-0.5554682381916223,-0.9984010155169296,0.44293277732530734,14.213929265475475,16.58328057737051,18.333390852868142,2.0509812266595118,382.4851519626805,386.38808196268053,378.5822219626805,3084873.0,0.10583375221433132,,,0.0,0.07159904534606178,UP,UP
2023-01-04,11,382.97,385.88,382.311,385.48,9564297.0,52.89930388274715,382.77037558528235,383.98569233205495,-0.2567324181899835,-0.8500672960515404,0.5933348778615569,17.861434446660674,14.625546845819509,17.73533202007016,2.1594111390409765,382.77037558528235,386.92020558528236,378.62054558528234,12649170.0,0.16581128664379308,,,0.0,0.07159904534606178,UP,UP
2023-01-04,12,385.5,385.74,384.33,384.34,5492398.0,47.7343642295261,382.9198636247792,383.99958675040574,-0.11069458293866319,-0.7021927534289649,0.5914981704903017,17.007207188475864,13.926076665030438,17.179991675329177,2.1058817719666227,382.9198636247792,386.81565362477926,379.0240736247792,7156772.0,0.10834478593230332,,382.33899599999995,0.0,0.07159904534606178,UP,UP
2023-01-04,13,384.35,385.33,383.65,384.14,5834923.0,46.86975902998208,383.0360670890859,384.00509315235064,-0.010970414773794346,-0.5639482856979309,0.5529778709241365,16.023876628191577,15.461163407973547,16.080509410690293,2.0754616453975787,383.0360670890859,386.62286708908596,379.4492670890859,1321849.0,0.18254457539408475,,382.4082653846154,0.0,0.07159904534606178,UP,UP
2023-01-04,14,384.26,385.56,381.14,383.2301,15159187.0,43.04941634546055,383.0545464139349,383.97470126402317,-0.005298540402122853,-0.45221833663876926,0.4469197962366464,13.768358282882803,21.278228139987128,16.46249082060868,2.2429286707263243,383.0545464139349,386.8323464139349,379.27674641393486,-13837338.0,0.10314942510452985,,382.43870370370365,0.0,0.07159904534606178,UP,UP
2023-01-04,15,383.26,384.08,381.2163,383.74,18092611.0,45.719526965790685,383.11982770784584,383.965497292885,0.0398814015175617,-0.3537983890075031,0.3936797905250648,12.537057069169899,19.375320938116978,16.817187844104318,2.287269479960158,383.11982770784584,386.81599770784584,379.42365770784585,4255273.0,0.28638225030296005,,382.48517857142855,0.0,0.07159904534606178,UP,UP
2023-01-04,16,383.7,383.95,383.15,383.42,8783450.0,44.315309058490485,383.14841554519387,383.94410524218364,0.04929723747721937,-0.2731792637105586,0.322476501187778,12.208587810093324,18.867690058094546,17.146549365921693,2.1810359456772903,383.14841554519387,386.7056855451939,379.59114554519385,-4528177.0,0.271464109464624,,382.5174137931034,0.0,0.07159904534606178,UP,UP
2023-01-04,17,383.31,383.88,383.29,383.61,173955.0,45.387841474139506,383.1923759694611,383.9310030758235,0.07126922020944448,-0.204289566926558,0.27555878713600246,11.95972105426047,18.48308039743127,17.45238506475211,2.067390520986054,383.1923759694611,386.64364596946115,379.7411059694611,-4354222.0,0.24378655144922023,,382.55383333333333,0.0,0.07159904534606178,UP,UP
2023-01-04,18,383.45,383.87,383.38,383.63,114351.0,45.506822531345605,383.2340544485601,383.9191990336344,0.08926699334477917,-0.1455782548722906,0.23484524821706976,11.745577705718183,18.152133821861078,17.73637535652321,1.9547197694870506,383.2340544485601,386.4683244485601,379.99978444856004,-4239871.0,0.22688937926571526,,382.5885483870968,0.0,0.07159904534606178,UP,UP
2023-01-04,19,383.55,383.75,383.34,383.37,71728.0,44.15989403970001,383.2470016439353,383.8976618166292,0.08160978433863875,-0.10014064703010472,0.18175043136874347,11.559077559396187,18.018818796375253,18.029474177479905,1.8443826430951202,383.2470016439353,386.3742716439353,380.11973164393527,-4311599.0,0.20311423297626813,,382.61296875,0.0,0.07159904534606178,UP,UP
2023-01-05,4,383.0,383.6,382.52,383.6,29930.0,45.69125292327846,383.2806205349891,383.8859888042124,0.09302809882854035,-0.06150689785837571,0.15453499668691606,11.060860832002167,20.514717734560936,18.88025513118025,1.789783882874043,383.2806205349891,386.4388905349891,380.1223505349891,-4281669.0,0.1919840008902579,,382.6428787878788,0.0,0.09333403621603081,UP,UP
2023-01-05,5,383.64,384.32,383.59,384.08,31679.0,48.84424809526806,383.3567519126092,383.8935970864002,0.13920452073568867,-0.021364614139562834,0.1605691348752515,13.724738157678699,19.890655348575844,18.841846948078814,1.714085034097327,383.3567519126092,386.5660219126092,380.1474819126092,-4249990.0,0.19204528251798592,,382.68514705882353,0.0,0.09333403621603081,UP,UP
2023-01-05,6,384.12,384.71,384.08,384.29,75003.0,50.20629085230307,383.4456326828369,383.9091422986982,0.19054838951495867,0.02101798659134147,0.1695304029236172,15.04945667022543,19.34375816344121,18.387850546911604,1.6366503888046606,383.4456326828369,386.6699026828369,380.2213626828369,-4174987.0,0.19057806385453016,,382.731,0.0,0.09333403621603081,UP,UP
2023-01-05,7,384.28,384.92,383.8,383.88,218120.0,47.54466326161415,383.4870009987572,383.90799946345516,0.19589702300851286,0.05599379387477575,0.1399032291337371,14.296864734150258,19.626615019203214,18.196653754494466,1.599746789604328,383.4870009987572,386.7752709987572,380.1987309987572,-4393107.0,0.1887060840428193,,382.7629166666667,0.0,0.09333403621603081,UP,UP
2023-01-05,8,384.24,384.9,381.4,381.71,1027125.0,36.511902992243854,383.3177628083994,383.82180340606476,0.024749690013322834,0.04974497310248517,-0.024995283089162337,12.23736654929162,26.67723461611622,19.547361019787296,1.7354791617754475,383.3177628083994,386.7710328083994,379.86449280839935,-5420232.0,0.1764856586930989,,382.73445945945946,0.0,0.09333403621603081,UP,UP
2023-01-05,9,381.66,381.76,378.89,380.12,10127331.0,30.8610371490945,383.0132139695042,383.67663464504267,-0.23645975538187258,-0.007495972594386377,-0.2289637827874862,10.85633844978049,33.53637366694923,21.800374255128578,1.816516364505773,383.0132139695042,386.65348396950424,379.37294396950415,-15547563.0,0.1426390742942406,,382.66565789473685,0.0,0.09333403621603081,UP,UP
2023-01-05,10,380.13,381.84,379.28,379.39,13637011.0,28.667332147280305,382.6681459724086,383.50853132562924,-0.4966499504307649,-0.10532676816166209,-0.3913231822691028,10.10018014427706,30.256371420320892,23.810724417465913,1.8696223384696464,382.6681459724086,386.4914159724086,378.84487597240854,-29184574.0,0.010411040529572955,,382.58166666666665,0.0,0.09333403621603081,UP,UP
2023-01-05,11,379.4,380.34,378.76,379.3,7698136.0,28.3993044077215,382.34737016551253,383.3434908814869,-0.7020223260339549,-0.22466587973612065,-0.47735644629783425,9.48367526130033,30.418431242829453,25.85747911769049,1.8489350285789563,382.34737016551253,386.22964016551254,378.4651001655125,-36882710.0,-0.010816565368260948,,382.49962500000004,0.0,0.09333403621603081,UP,UP
2023-01-05,12,379.29,380.45,379.095,379.42,4900893.0,29.347813486438582,382.0685730068923,383.18962849397764,-0.8453537049135775,-0.34880344477161207,-0.49655026014196546,9.410800279756806,28.795150469231373,27.634549792078463,1.8136539551090283,382.0685730068923,385.8883430068923,378.2488030068923,-31981817.0,-0.0344285247758379,,382.42451219512196,0.0,0.09333403621603081,UP,UP
2023-01-05,13,379.435,381.47,379.04,380.57,9119797.0,37.84545524405775,381.92585176814066,383.08689796480206,-0.8562788170851832,-0.4502985192343263,-0.4059802978508569,12.453451476929883,26.10468764776044,28.189531379351248,1.8576786726012409,381.92585176814066,385.7616217681407,378.09008176814064,-22862020.0,-0.024291306609456425,,382.3803571428572,0.0,0.09333403621603081,UP,UP
2023-01-05,14,380.58,381.71,380.06,380.8009,5627099.0,39.42091140375871,381.8187135045082,382.99725098579023,-0.8366608415263954,-0.5275709836927401,-0.3090898578336553,12.587243290048997,24.43519033971669,28.461855937698846,1.8428444817011507,381.8187135045082,385.3924835045082,378.24494350450817,-17234921.0,-0.07318700686015157,,382.3436255813954,0.0,0.09333403621603081,UP,UP
2023-01-05,15,380.82,380.82,378.915,379.4,14470406.0,33.819820549962955,381.58835983741216,382.85618231968084,-0.9235087428232873,-0.6067585355188496,-0.3167502073044377,11.660063697501396,27.062636767599525,29.27005183089938,1.847284161579638,381.58835983741216,384.99572983741217,378.18098983741214,-31705327.0,-0.1905473280778099,,382.27672499999994,0.0,0.09333403621603081,UP,UP
2023-01-05,16,379.44,379.84,379.27,379.76,6181049.0,36.323646800327204,381.41423032908716,382.73476340518357,-0.9523097054596406,-0.6758687695070078,-0.27644093595263275,11.389723286495881,26.435185277071767,30.020519446014163,1.7560495786096635,381.41423032908716,384.7376003290872,378.09086032908715,-25524278.0,-0.10822535025125585,,382.22079777777776,0.0,0.09333403621603081,UP,UP
2023-01-05,17,379.74,379.85,379.4,379.77,70517.0,36.39563235736532,381.2576369644122,382.61849817360775,-0.9632243091723467,-0.7333398774400757,-0.22988443173227102,11.212506117556249,25.924166116849683,30.70583319485113,1.6627603229946908,381.2576369644122,384.4580069644122,378.0572669644122,-25453761.0,-0.09219890517155775,,382.1675195652174,0.0,0.09333403621603081,UP,UP
2023-01-05,18,379.85,380.2,379.38,380.0,351195.0,38.128131148362144,381.1378620154206,382.51581197072113,-0.9424511433156795,-0.7751621306151965,-0.16728901270048302,12.362705715430923,24.976674320790135,30.925555424214625,1.6025631570664982,381.1378620154206,383.9782320154206,378.2974920154206,-25102566.0,-0.09579967852184447,,382.12140212765956,0.0,0.09333403621603081,UP,UP
2023-01-05,19,380.0,380.38,380.0,380.34,42220.0,40.699589332192936,381.0618751568091,382.43048601108507,-0.8883131798289696,-0.7977923404579511,-0.09052083937101851,12.989772632575297,24.52926034807044,30.913469820394585,1.5152372172760338,381.0618751568091,383.6538751568091,378.4698751568091,-25060346.0,-0.2830157886725989,,382.0842895833334,0.0,0.09333403621603081,UP,UP
2023-01-06,4,380.0,380.0,378.99,379.48,42229.0,36.56051903546763,380.91122037997013,382.314780677317,-0.904378157953829,-0.8191095039571268,-0.08526865399670225,12.156623487022593,27.754518243078017,31.496904467074575,1.503434558899172,380.91122037997013,383.5582203799701,378.26422037997014,-25102575.0,-0.27788858252831206,,382.03114081632657,0.0,0.08056609740670438,UP,UP
2023-01-06,5,379.38,379.93,379.17,379.38,23876.0,36.10077559673657,380.76538986759203,382.19969123899085,-0.9146355834595852,-0.8382147198576185,-0.07642086360196665,11.701602879217512,26.715670756044794,32.03866521042028,1.4503320904063735,380.76538986759203,383.429389867592,378.10138986759205,-25126451.0,-0.2787974484280544,,381.97811800000005,0.0,0.08056609740670438,UP,UP
2023-01-06,6,379.38,380.04,379.3,379.66,78198.0,38.43519254452952,380.6601146421071,382.1000955041285,-0.889912648075665,-0.8485543055012279,-0.041358342574437046,11.821066795639142,25.70672534689197,32.39311772976374,1.3995940839487762,380.6601146421071,383.3491146421071,377.97111464210707,-25048253.0,-0.27899422193819057,,381.834718,0.0,0.08056609740670438,UP,UP
2023-01-06,7,379.55,379.66,379.13,379.44,252865.0,37.28269638274548,380.5439132476207,381.9957780333784,-0.8779512297768406,-0.8544336903563504,-0.023517539420490174,11.486473575160714,25.886991594336877,32.83156620741339,1.3374802208095802,380.5439132476207,383.24491324762073,377.8429132476207,-25301118.0,-0.2769037225589009,,381.702318,0.0,0.08056609740670438,UP,UP
2023-01-06,8,379.43,384.04,378.43,383.73,3430620.0,61.51590768434989,380.84735008118065,382.0637867379518,-0.5163523837618413,-0.7868174290374486,0.2704650452756072,27.730198327135213,19.572059684377223,31.718370555240384,1.6426602050374683,380.84735008118065,384.00135008118065,377.69335008118065,-21870498.0,-0.22570298329247157,,381.697718,0.0,0.08056609740670438,UP,UP
2023-01-06,9,383.77,383.96,379.45,380.737,9756541.0,47.67539942499928,380.83684054963965,382.0117558854831,-0.46592192168441215,-0.7226383275668413,0.25671640588242917,22.894891449277868,16.15928514561392,30.684688878222588,1.8474701903919342,380.83684054963965,384.36884054963963,377.30484054963966,-31627039.0,-0.2487040964727633,,381.626258,0.0,0.08056609740670438,UP,UP
2023-01-06,10,380.76,385.57,379.4127,385.27,19209548.0,61.722148895098826,381.2590462115788,382.1395301644838,-0.059494386761173246,-0.5900095394057077,0.5305151526445344,23.558675206322402,12.861869942942436,30.590800406862176,2.1553151767925116,381.2590462115788,385.34377621157876,377.1743162115788,-12417491.0,-0.04053061489988922,,381.63785800000005,0.0,0.08056609740670438,UP,UP
2023-01-06,11,385.3,386.72,385.0,386.26,11282587.0,63.99547214670297,381.7353275247617,382.301117216857,0.3385841022727618,-0.4042908110700138,0.7428749133427757,26.063091460050465,12.117986694572071,31.01457190077112,2.1242212355930485,381.7353275247617,385.8800575247617,377.59059752476173,-1134904.0,0.009611399011937407,,381.72885799999995,0.0,0.08056609740670438,UP,UP
2023-01-06,12,386.26,386.51,385.06,385.46,6496003.0,60.85049677360991,382.0900582366892,382.4249949730587,0.5827927862478646,-0.20687409160643816,0.7896668778543028,24.762845674190487,11.513439795104063,31.408074002257994,2.07606257590783,382.0900582366892,386.02978823668917,378.1503282366892,-7630907.0,-0.007647723141700647,,381.797258,0.0,0.08056609740670438,UP,UP
2023-01-06,13,385.45,386.85,385.215,386.72,5961489.0,63.86272992856523,382.5310050712902,382.5934265427427,0.8679956835360372,0.008099863422056902,0.8598958201139802,24.536207365486007,10.85578898719624,31.925639359490468,2.0445581062001317,382.5310050712902,386.34723507129024,378.7147750712902,-1669418.0,0.046539780060425084,,381.950258,0.0,0.08056609740670438,UP,UP
2023-01-06,14,386.72,388.79,386.72,388.52,11808768.0,67.6876118243763,383.1013855406912,382.82584118812537,1.2251433018269609,0.2515085511030377,0.9736347507239231,29.534942894588674,10.071423637906522,33.15540801090245,2.046375384328693,383.1013855406912,386.86861554069117,379.3341555406912,10139350.0,0.22871144937149984,,382.148458,0.0,0.08056609740670438,UP,UP
2023-01-06,15,388.51,389.25,387.73,388.03,22489706.0,65.65052677379302,383.5707773939587,383.0299258474146,1.4519097457662724,0.4915887900356847,0.9603209557305877,29.57430183650146,9.527078111002842,34.44929761558779,2.008777142590928,383.5707773939587,387.3320073939587,379.80954739395867,-12350356.0,0.11807650233896805,,382.312458,0.0,0.08056609740670438,UP,UP
2023-01-06,16,388.04,390.0,387.58,387.78,8993916.0,64.58259363187346,383.9716557373912,383.216203265163,1.593086763145891,0.711888384657726,0.881198378488165,29.694515518116898,8.719079024896999,35.88893359348951,2.0381502038344346,383.9716557373912,387.8393857373912,380.1039257373912,-21344272.0,0.07797957545645502,,382.46726,0.0,0.08056609740670438,UP,UP
2023-01-06,17,387.79,388.0,387.6,387.83,225718.0,64.70625052394288,384.3391170957349,383.39713647045073,1.6895293065271062,0.9074165690316021,0.7821127374955041,29.252894938176706,8.58940778196427,37.22573843011254,1.9211394749891162,384.3391170957349,388.0038470957349,380.67438709573486,-21118554.0,0.06506910248803142,,382.60706,0.0,0.08056609740670438,UP,UP
2023-01-06,18,387.83,387.88,387.75,387.78,77253.0,64.46386726985446,384.6668202294744,383.56901347160954,1.7418472045434328,1.0743026961339683,0.6675445084094644,29.101414968359666,8.544929338572327,38.46705720697678,1.7932009410613219,384.6668202294744,388.17955022947444,381.1540902294744,-21195807.0,0.07243559983733272,,382.74886,0.0,0.08056609740670438,UP,UP
2023-01-06,19,387.79,387.83,386.38,387.58,81729.0,63.440184278681386,384.9442659219054,383.72630706095816,1.7470324841340812,1.208848653733991,0.5381838304000901,27.397283132932102,13.577309753968358,38.12856404915124,1.7686865881283695,384.9442659219054,388.41149592190544,381.4770359219054,-21277536.0,0.1491563242258872,,382.88826,0.0,0.08056609740670438,UP,UP
2023-01-09,4,388.37,389.8,388.37,389.4,45236.0,68.36355837798139,385.3686215483906,383.9488048232735,1.8763710082106968,1.3423531246293323,0.5340178835813645,32.79840291405448,12.381826608640285,38.63289392782355,1.8009232604049166,385.3686215483906,389.0008515483906,381.7363915483906,-21232300.0,0.11429844314866716,,383.0604599999999,0.0,0.05350539291217253,UP,UP
2023-01-09,5,389.35,389.9,389.31,389.68,36657.0,69.05401200918018,385.77922901997243,384.17355757530197,1.9786576466386805,1.469614029031202,0.5090436176074784,32.40880801404467,12.077465431524885,39.13786634584031,1.7144287418045636,385.77922901997243,389.42545901997244,382.13299901997243,-21195643.0,0.11397809618950847,,383.2386599999999,0.0,0.05350539291217253,UP,UP
2023-01-09,6,389.65,389.8,389.22,389.31,27884.0,66.97392725534294,386.11549292283223,384.374986689996,2.0067322762145636,1.5770376784678743,0.4296945977466893,31.58680962710419,12.164709932441607,39.51314938389479,1.6333981173899508,386.11549292283223,389.73772292283223,382.49326292283223,-21223527.0,0.11236136224468248,,383.37726000000004,0.0,0.05350539291217253,UP,UP
2023-01-09,7,389.3,390.05,389.3,389.65,319764.0,67.92991879911486,386.45211264446726,384.58184995705494,2.032981831851373,1.6682265091445743,0.3647553227067988,31.64639306602307,11.749705401636318,39.965711866824485,1.5702982518620971,386.45211264446726,390.11134264446724,382.7928826444673,-20903763.0,0.11150848167801576,,383.52866,0.0,0.05350539291217253,UP,UP
2023-01-09,8,389.5,390.29,388.5,389.66,489625.0,67.95929562969914,386.7576257259466,384.78099309599395,2.0311775596938446,1.7408167192544286,0.290360840439416,29.09517001211163,14.405459016322434,39.52308689430326,1.5859912338719488,386.7576257259466,390.4608557259466,383.05439572594656,-20414138.0,0.112461499441037,,383.67426,0.0,0.05350539291217253,UP,UP
2023-01-09,9,389.67,391.67,389.35,391.6,7407529.0,73.10617378124306,387.2188042282374,385.0484051314452,2.1613744682918536,1.8249282690619137,0.3364461992299399,32.16865313291268,12.948451824853565,39.74291620812156,1.6384204314525235,387.2188042282374,391.0780342282374,383.35957422823736,-13006609.0,0.1690737885775626,,383.86945999999995,0.0,0.05350539291217253,UP,UP
2023-01-09,10,391.62,393.25,391.21,392.6,9742244.0,75.30799075907335,387.73129906364335,385.3445461066826,2.318521624962159,1.923646940241963,0.39487468472019605,36.12658212566609,11.816684621381462,40.52596154038584,1.6671046863487733,387.73129906364335,391.72052906364337,383.7420690636433,-3264365.0,0.18517500213092286,,384.06305999999995,0.0,0.05350539291217253,UP,UP
2023-01-09,11,392.6,393.7,392.6,393.38,7226491.0,76.89682837183143,388.26927058139165,385.6596619456363,2.4774429400176814,2.034406140197107,0.4430367998205744,36.35759724437179,11.24588947511884,41.39923746593841,1.6265972087524299,388.26927058139165,392.31550058139163,384.2230405813917,3962126.0,0.1986648585085284,,384.26606,0.0,0.05350539291217253,UP,UP
2023-01-09,12,393.38,393.38,391.86,392.32,6279567.0,70.27859470904596,388.65505433554483,385.92085167325837,2.489162569305961,2.1253574260188777,0.36380514328708324,33.919402418496816,13.756559255161289,41.462965085380084,1.6189831224129694,388.65505433554483,392.2922843355448,385.01782433554484,-2317441.0,0.15102244188020097,,384.45295999999996,0.0,0.05350539291217253,UP,UP
2023-01-09,13,392.325,392.47,389.87,390.485,8650506.0,60.56133142608753,388.8293348750168,386.0998378821502,2.323596323656602,2.165005205546423,0.15859111811017934,30.189911803598285,20.659526249156784,39.84006483684942,1.6890557565263302,388.8293348750168,392.2755648750168,385.3831048750168,-10967947.0,0.14942261623745123,,384.55305999999996,0.0,0.05350539291217253,UP,UP
2023-01-09,14,390.49,391.12,388.76,388.95,8250756.0,53.85336691536354,388.8408267916819,386.2116089455953,2.044949306995079,2.140994025836154,-0.09604471884107513,27.2600245571402,23.21912088536027,37.56613843746636,1.736980345345879,388.8408267916819,391.9073267916819,385.77432679168186,-19218703.0,-0.04577758728120823,,384.64526,0.0,0.05350539291217253,UP,UP
2023-01-09,15,388.9495,389.22,387.67,387.8657,17100404.0,49.66831784268908,388.74795757342645,386.2764752614543,1.7168349855992915,2.0561622177887817,-0.33932723218949024,25.50902022812076,26.244736719940214,34.98438363315164,1.7236246063926026,388.74795757342645,391.79745757342647,385.6984575734264,-36319107.0,-0.19172684147912156,,384.719774,0.0,0.05350539291217253,UP,UP
2023-01-09,16,387.88,387.95,387.51,387.79,6823094.0,49.3798030053802,388.6567235188144,386.3358291727698,1.4341615430744241,1.9317620828459101,-0.497600539771486,25.01775616692536,26.439610991444894,32.68286841423052,1.6319371345074167,388.6567235188144,391.6052235188144,385.70822351881435,-43142201.0,-0.15210357680828246,,384.810972,0.0,0.05350539291217253,UP,UP
